Comment,Label
انا شايفة انه انسان مؤدب ومحترم. ....لو كانت لبنان أو الكويت أو باقي الفنانين أصحاب فضل عليه ففضل الله اكبر,Positive
هههههه ما بقت بس السودان ما قالت احنه سبب نجوميته ... الكويت مره زرته طلع باليل اتمشه لكيت نفسي بالبصره تره مو سالفه هاي حطوا سياج هههههه,Positive
ههههه مضغوطين,Positive
الكويت تبقى محافظة عراقية وراح ترجع للعراق عاجلاً او اجلاً,Positive
ههه خليهم مضغوطين بدي اسال مين هو القيسر كاضم واله انتم ههههه,Positive
كاظم الساهر احسن مطرب بل العالم,Positive
ههههه صباح اللامي منو يعرفك انت مووايلك مملة واضحك  شنو هالحقد على القيصر مضغوطين موتوا بقهركم ههههههه,Positive
مضغوطين من الساحر,Positive
"نبيل شعيل مدري شسمه وجهك بي كرش
قنابل ودخان دكووم لك 
انته افرغ من جيبي",Positive
عود ليش عشاق القيصر متكبرين لانو هم يعشقوه والله كل واحد ويعشق فنانه حتى لو كان فاشل فالتكبر والانانية لعشاق القيصر مو لاحد 😒,Positive
الي ميلوح العنب يكول حامض,Positive
والله الغيره كاتلتكم,Positive
هو عراقي الكويت يردونه لبنان يردونه شطلعت هاي . انتو مقهورين 😂 معدكم مثله .,Positive
الكويت شنو بيها نعوله لافن ولاتراث,Negitive
هههَِـَِـَِـَِـَِـَِـَِـََِِـَِـَِٓـَِ(😂)ـَِـَِـَِـَِـِـَِـَِـهههه هلكد مضغوطين مــن كاضم,Positive
شبيهم ذؤله حاركهم كاظم,Positive
اصلا هو كاظم لابسهم ومايرد عليهم لانه مايحتاج يرد على المظغوطين كافي هو تلميذ وتخرج من مدرسة احسان عبدالقدوس,Positive
اذا البرتغاله جميله هه 🐸,Positive
مضغوطين من القيصر😑😑,Positive
"هسة مفتهمت لبنان لو الكويت سووا القيصير 
فييييطي كلهم ميوصلون ربع للي وصلة كاظم الساهر😂😂😂",Positive
ههههه مضغوطين منه لان ميرد عليهم ومطيزهم,Negitive
يؤبرني احلى ابو وسام بالدنيا,Positive
هاي صدك يحجون   هذولة.....   يابة خاف الصدمة  يمعودين,Positive
هوة اسمة كافي القيصر عمي هم مضغوطين ضغطة قوية من كاضم الساهر,Positive
الكويت نفريين ههههههههههه على اساس داخل تكساس تراب و رطوبة و بعران هههههههه,Negitive
ابو وسام العلم,Positive
يعني انته تركت كل اغانيه ورحت على اغنيه غناها للاطفال..طيب لا تغني دلع دلع غني بسبس ميو 😂😂😂,Positive
تغارون من القيصر   موتو بغيضكم,Positive
هسه مفتهمنه منين انطلقت نجومية كاظم من الكويت لو من لبنان .ومنو الي بسببه اشتهر كاظم جورج وسوف لو عبدالله رويشد؟😕,Positive
هم اجه هذا ابو الريفي شكد اكرها😑,Positive
هسه ماعرفنه منو السوة كاضم الساهر لبنان لو الكويت 😂😂😂😂 وهاي ام الكويت تكول انتم دشيتو علينه احنه مادشينه عليكم 😃😂 اتفه ماسمعت في حياتي,Positive
محمد عبده جنه. فحمه مالنار كيله هههيو,Positive
كاضم الساهر احسن منكم.تاج روسكم,Positive
البرتغاله جميله ههههههه,Positive
يمه الغيره يمه هههههههههههه,Positive
"احلى شى لبنان تكول همه سوه فنان 
ولكويت يكولون همه سوه كاظم فنان يبوي",Positive
كاظم✌ضاغطهم,Positive
كاظم الساهر عباره عن اخلاق. مختصر مفيد. 💘,Positive
هههههه  لاااااا البرتقاله جميله#,Positive
كله من الغيره متوصلون للقيصريبقى بالقمه صوت وفن وذوق وشخصيه,Positive
نو كومنت ...قيصري الهوى...إلى الابد,Positive
"عاش القيصر 
عاش ابو وسام نجم الفن الغنائي الاول يكفينا فخرا انه عراقي ورفع اسم العراق عاليا",Positive
ماتشوفونه مايرد من ادبه واخلاقة الفنية وثقافته وياريت تلحكونه ابن بلدكم وتحجون علي وسفه عليكم لان عراقيين كاضم الساهر يبقى اسطورة,Positive
مظغوطين من القيصر لهذا يتكلمون علي هههه,Positive
"يا جماعه هاي الكوتيه متمثل شعب الكويت اصلا شعب الكويت ميطيقه هيه مذيعه رخيصه واكيد شعب الكويت نسبه كبيره تحب كاظم الساهر
واكيد كاظم يحب الشعوب لا السياسيين",Negitive
انا مصرية سكندرني وما أحب كاظم بل مره,Positive
طبعا لاحظت شي انه كل شخص انتقد كاظم هو شخص تافه وفاشل .. وصلوا لنجوميته وبدين احجوا,Negitive
عدنه مثل عرافي بيكول ....العين ماتكره اله الحسن منهه...وسﻻمتكم,Positive
"هو منو هذا صباح الامي👊والآخرين حتى يتكلمون
على القيصر",Positive
من الجزائر ..... كما يل ... اذا كثر عليك القيل والقال اعرف بلي راك قهرتهم ...... واخيرا مبروك كاظم الساهر انت قهرتهم كلهم الف مبروك ... وتحية لاهل العراق من الجزائر ...,Positive
شسالفه شوو كلهم سوو كاظم ؟؟!! لعد ليش مصرتو احسن من عنده كلكم مضغوطين انسان ناجح ومثقف مو مثلكم همجيه والخليج البدو شتفتهمون من الموسيقى والطرب ومحمد عبده الاحول هو انت منو يسمعك مضغوط مع تحياتي☺,Positive
تاج راسكم كاظم,Positive
رقم 2 شبيهه خو ماكو شي شدعوه هالكد مقهوره من القيصر 😀,Positive
كل اللي غلطوا على كاظم تجمعهم حاله وحده حالة الحقد والفشل .,Positive
شوف هاذ ابو بطن كاضم رمز,Positive
هددددول الحاقدييييين والله بكفي محبة الناس العظيمه الت,Positive
هههههههه يكله برتقاله عمي يا برتقاله,Positive
"مضغوطين من كاظم 
تروحون فدوة لابو وسام",Positive
"نحبوووووووووووه 
مهما تقولو نحبوووووووه 
يتحب مش زيكم",Positive
طلعت نصف الأمه العربيه  عندها فضل على كاظم الساهر وهم الي وصلوه !!  ...,Positive
كاضم الساهر هوه الافضل عربيآ,Positive
حقدهم دليل على نجاح القيصر,Positive
كلمن يحجي على كاضم مقهور وغيره لان صوته جميل,Positive
اشو معرفنه الكويت تكول احنا اطلقنه كاظم  ولبنان همه يكولون احنا  اطلقنه كاظم يعني كاظم لا يلحن ولا هو رقم واحد  ولا اخلاقه العاليه بس هذي ضريبة النجاح,Positive
كاظم تاج راسكم 😘😍,Positive
منو هذولة أصلا !,Positive
شيجيبگم للقيصر 😜😜,Positive
"لكم هذا قيصر الاغنيه العربيه 
ونعتبره نهر العراق الثالث",Positive
��😂😂😂😂مظغوطين من القيصر,Positive
نسوا ان العراق له فضل على عبد الله رويشد عندما اعطاه الملحن العراقي الكبير طالب القرةغولي لحن اغنية علمني عليك وكانت سبب شهرته  واهل الكويت يحبون كاظم حتى بالتسعينات لما كانت اغانيه ممنوعة من دخول الكويت وكانوا يدخلوها سرا,Positive
"ههههه ولا واحد بي حض 
تاج راسكم القيصر",Positive
القيصر حياته ما غلط,Positive
"والله وآلله يغارون من القيصر كاظم ساهر  لان 
صوته احلى صوت بلعالم",Positive
أنجبو واحد واحد ...واحد واحد 👌,Positive
اشو طلعو كلهم ساعدو كاظم الساهر الكويت ولبنان ...شكد حاقدين ...حاقدين ع العراقيين حتى بالفن ..,Positive
"هذوله اشبهم مثل الي ينطحون براسهم بسوووور مو من حجر لا بسور كبير من حديد صلب هههههه ويريدون يوكعون هذا السور بروسهم هههه مجانين اين انتم واين كاظم اين انتم من كاظم لتتناطحو مع عملاق هرم لايهزة سوى الله والله موفقه لانه انسان كبير وخلوق وكل الي اساء له انقلبت ضدة 
الله يعينكم على الكلام الي اكلتوا",Positive
كاظم قاهرهم,Positive
والله هذا من الغيره الي فيكم تقولون كذا عن القيصر لأنكم ماتقدرون توصلون للي هوا فيه ولابتوصلو,Positive
كاظم الساهر   غيرة واخلاق  واخلاص  وفن وكلهم  يغارون منه ابو وسام  الغالي  طبعا  ابن منطقتي  وناس معروفين هو واهله  والهم تاريخ  وكلهم يحسدونه,Positive
مضغوطين منة,Positive
القيصر مطرب الشرق الاوسط,Positive
الحمدلله كاظم الساهر محبوب و همة يغرون منة وهمة كالو جاي ينزل بس هوة محمد عبدو مايوصل لنجوميت كاظم الساهر موتو قهر,Positive
ادلع يا كايدهم,Positive
كاظم الساهر جوهرة قمة الأخلاق روعة في الغناء ملك المسرح .والاحساس كاظم لايعلو علية.,Positive
قيصر الفن العربي ليس بمتملق ولا يرد عل ى احد ولايذكر احد حتى بلده العراق ذهب اليه فقط مرتين بعد نجاحه في الفن ليس لانه لا يقدر بل له اسبابه الشخصيه .....,Positive
فديت كاظم,Positive
سعدون جابر ما حجه شي,Positive
"ماتفهموني هالناس هاي شدتحجي .. من كل عقلهم هالكلام لو شاربين شي ؟؟ 
القيصر دائما عالي وسيبقى ❤❤",Positive
كاظم قيصر وفوق كل مين بيحكي عليه بيغاروا منه وبيحكوا عليه فاشلين وخصوصا اخر واحد,Positive
يا اخي ما شفت ناس تحقد مثل الكويت وبالنسبة لكاظم هو ستار غصبن على الكل,Positive
شكد مظغوطين من كاظم نحنو نفتخر بيك يا بو وسام,Positive
"هههاي لبنان بحكو احنا السبب برفعو للعرب 
والكويت بحكوا انو هما السبب برفعو 
هههه والله ياعمي انتو هتحملوا جميلة يعني 
مفروض كل ما حد يشوفوا يحكي انا كنت شحات وهدول رفعوني
فكوا عنا ياه",Positive
هسه ماعرفنه سبب نجاح كاظم لبنان لو الكويت,Positive
"مقهوريييييييين من القيصرر
👑👑👑👑👑👑👑",Positive
منو عبدالله رويشد الي تحجيه عنه المذيعة؟؟؟!!!,Positive
الشجرة المثمرة ترمى بالحجر العتب مو عالغريب العتب على سعدون جابر يكول المسوولين سووا فنان وهو كاظم موسيقار,Positive
الكويتيين تذكرون لو نسيتو😂😂,Positive
ولكم شفت ناس تغار بس مثل الي بالفديو مشفت والاحلى من هذا انو كاظم الساهر ولا مهتم هههههه,Positive
"احلى شيء ب كاظم الساهر ان مايرد عليهم 
لان يعرفهم بس ينطق با اسمهم راح يشتهرون",Positive
الكل غير من كاظم لأن هو نجاح وانتو فشلين,Positive
سيزر,Positive
كااااااااااااظم,Positive
القيصر رب للغناء ..ومن في الرب يختلف .,Negitive
لانه عراقي الكل يحاربه وهذا حال العراقيين بالعالم العربي لأننا بلد حضارة وهم بلد البعارة,Negitive
والله كلهم غيرانيين من كاظم 🤗🤗,Positive
هههههههههههه لو كان صوته احلى شوي هههههههه,Positive
صباح انته شتغني الديك حمار,Negitive
ههههههه مقهورين من الملك ههههههه,Positive
هههههههه مضغوطين منه,Positive
هههههههاي  ادري شطلعت ناس تكول لبنان هي صنعته ناس تكول سوريا هي الي صنعته ناس تكول الكويت ناس تكول السعودية ناس تكول مصر ... ادري كاظم الساهر لو قنبلة نووية ماكو دولة ما مشتركة بيها هيج ضاغطكم ابو جويده ههههه خطيه عجبني محمد عبده لو كان صوته احلى,Positive
تاج روسكم. ههههههههههههه,Positive
حتى الناس الطيبيين ما يتركهوم بحالهم,Positive
على  قول  القذافي رحمت  الله عليه... من اااااانننننتتتم,Positive
كاظم الساهر هو الأفضل عربيا موتوا بقهركم,Positive
كاظم الساهر هو العراق العربي,Positive
الكل مضغوطه من الفنان الكبير والحنون والرعه والأسد كااااااااظم الساااااهررر 😍😍😘😘😘,Positive
عايزه اعرف من وين انطلق الفنان كاظم الساهر من لبنان ولا الكويت ولا بفضل جورج وسوف ما يحمد له انه يترفع عن كل الاساءات التي توجه له بسبب الغيره احتراما لنفسه وجمهوره لذا له منا كل الاحترام والتقدير,Positive
دائمآ الإنسان الناجح محارب,Positive
وين حقدكم و حسدكم راح يوصلكم! كاظم تعب و اجتهد لوصل هذا النجاح! يتكلم عنه و هم بعدهم أطفال على الفن!,Positive
كاظم الساهر فنان راقي لا يستحق ما يقال عنه,Positive
"لهذا السبب ما اعتبركم اوادم ورد عليكم مجرد رد بسيط #كبير_يا_ابو_وسام 
قيصر الدنيا ❤🌹",Positive
يروحون فدوة لكاضم كل واحد يكول هوة صاحب الفضل على كاظم لعد شكد مقهورين منة ومن نجوميتة,Positive
ولكم كاظم رفع رؤسكم يامتخلفين هوه من مثلكم بالعالم,Negitive
نبيل شعيل حجية صحيح ما بي شي,Positive
كاظم احلى صوت واحساس والمطرب الاول وبيستحق كلمة القيصر وكل كلامهم بعبر عن الغيرة,Positive
"ما ضوجني غير هذا رقم واحد صباح الامي هو والبرده الابسه ولك انت وينك وين صوتك وين جمهورك 
اه اه وحده من كاظم تضيعك انت والي كلك تصير مطرب . حسد عيشة لا اكثر ولا اقل ويبقة القيصر 😘😘
وبعدين انت عراقي المفروض تفتخر بكاظم الساهر",Positive
الكويت هي الوحيده. التي لاذيع اغانيه ههههههه كذبتي,Positive
الغيرة والحقد واضحه جدا في نبرة اصواتهم,Positive
هسه ما فتهمنه منو صاحب الفضل على كاظم الساهر  ... وسوا نجم .. المهم هو راد عليكم بنجاحا وعبد الله رويشد التتكلمين عنه جان يجي بغداد يلزم سره علمود ياخذ لحن,Positive
لا لا انتوا تركنوا ع جنب مفيش غير القيصر وبس والباقي كله شمال,Positive
مضغوطين من كاظم وخصوصا الكويتيين مرفوع ضغطهم من العراق 😂😂😂 خليكم ميتين,Positive
اكره العرب الشرذمه… تاج راسكم العراق,Negitive
هذولي غيرانين منه,Positive
المذيعه رقم 2 ميجيج للكويت لان الكويت كلها 2 كم هههههههه,Positive
كم انته كبير يااابو وسام ودليل الشجره المثمره ترميها الناس بالحجاره,Positive
عالم مضغوطين من القيصر عمت عيني عليهم,Positive
ايه الحقد ده كله,Positive
كاضم تاج ع روسكم كاضم ملك الاحساس ملك الغناء,Positive
"هههههههه ضحكتوني والله لك يخرب بيتكم شو حاقدين والمشكله هم يدرون انو كلامهم حقد وموصحيح بس يحاولون يقنعون انفسهم 
والاغلبيه مومعروفين ولا هذا رقم واحد عراقي بس مااعرفة شكله يشتغل ملاهي ليليه واللبنانيه هاي مريضة نفسيآ لان هاجمت احلام ايضآ يغني تغار من الشهرة والمشهورين
وبالاخير لكويت حقكم ماتبونة 😂لان سني ابو وسام وابو عمر لانكم حاقدين على العراقين وشنو انتو تيجي عليكم عبارة عن محافظة رقم ١٩للعراق واصلآ انتو يهود العرب والحلو القيصر مامعبرلهم😂😂😂",Negitive
شويت اغبياء لا يفهمون أن يستمعو,Negitive
كاظم الساهر احلى صوت واحلى اغاني,Positive
"الناجح دائما محارب 
حسد عيني عينك",Positive
خرب يحجون على القيصر والله وسفه 👌👌,Positive
هم حاسبين نفسهم فنانين الي ما اليلوح العنب ايكول حامض بس اغنيه اناوليلى تسوه مشواركم كله,Positive
يا خي الشي ليقهر. انو كل يلي حجوا عليه هم بلدانهم جانت اراضي عراقي.  الكويت شمال السعوديه لبنان.  ايباه. الامبراطوريه البابليه 😥,Positive
"ههههههههههههه كل واحد بحكي أنه ورا سبب شهرة كاظم الساهر 
يخربيتكم المصيبة نص الي بمقطع هالفيديو  مش معروف مين هو ولا عمري سمعت فيه 
بس كل هالحقد دليل على تفوق كاظم عليكم و نجاحه و فشلكم بعدين كاظم مش قاعد بستنى شهادة من حشاش 
مثل جورج وسوف ولا من وحدة مثل هاللبنانية ولا من جحش مثل نبيل شعيل  و بالأخر صدق إلي قال 
 إذا لم تجد لك حاقدا فاعلم انك إنسان فاشل",Negitive
"فقط اغنية انا وليلى 
افضل اغنية عالمية",Positive
"هههههه
بلنسبه للكويتيه اكول بنتي 
روحي اسمعي من ابوج الكلام وتعاي
شوفي الكواد مالتكم شكال على العراقيات الماجدات
وهاي اذا تعرف ابوها منو يجوز يطلع عراقي ههههههه",Positive
"يا الله لما الغيرة والحقد وحسد العيشة يجتمعون ،الله يجيرنا بس ،وأبو وسام ماشي بنظام ،،،،عدم الرد أحسن رد ،،، مثل ميكول المثل ( اتريد تعله اسكت وخله) واللي يسوي زين لأحد ميعايره",Positive
هههههههههههه صدك جذب واحد مثل كاظم هيج كلام يتوجهلة بس العتب عل النغولة العراقيين بل بداية حجو عليه ولا هاذا محمد عبده هم مصدك بروحه لو صوتة اجمل عمي دكوم بي انتا والخليجين المضغوطين من القيصر كاظم الساهر ههههههههه بس مع الاسف والله الدول العربية هم صار بيها لنتقاد وكل واحد طلع سولف على كاظم ..كاظم معروف قبلة اللهم ربي ما عدا المخنث ابو المخدرات جورج وسوف الا الباقي بلحك يتعلمون من كاظم ميتقدوه  والله كاظم تاج رسوكم كلكم ولو مو مضغوطين متحجون على كاظم يا زبالة المتجمع 😴😴😴😴😴😴😴😴,Negitive
كاظم الساهر فنان العرب 😍,Positive
يعني هسه ما افتهمت واحد يكول اشتهر بلبنان واحد يكول بالكويت واحد يكول بالعراق واحد يكول ما مشهور هسه شنو السالفه فهموني😅😅,Positive
"ولو انهم اعتقد كلهم من اهل النار. الا مارحم ربي بس الظلم ماحلو 
اغنية وحدة لكاظم تسوة كل اللي طلعو ينتقدون همة وفنهم السخيف",Positive
طبج مرض ع اساس كاتل روحه يدخل للكويت فابت للجنه هي الكويت كلها شارعين يمعوده دكلي خرا,Positive
واحد يكول الكويت سوته وواحد يكول لبنان سوته دنجبو كاتلتكم الغيره ولكم هذا القيصر,Positive
كاتلتكم الغيره منه 😌,Positive
"طلعت الكويت الها فضل ع كاظم ولبنان الها فضل ع كاظم ومصر الها فضل ع كاظم ،يعني طلعت كل الدول هيه الي صنعت كاظم هسه!! شنو هالغيره والحقد ، بعدين لمن راح لدوله معينه وسجل بيها اغاني او اخذ لحن منهم وصار تعامل وياها ف بفلوسه مو من جيب ابوكم ولا انتوا مسوين فضل ع كاظم
كاظم الي صنعه هوه صوته واحساسه وماكو لاي احد فضل عليه...",Positive
كود رد كلامك كله صح,Positive
فرق كبييير بين القيصر و محمد عبده,Positive
كاظم الساهر قيصر الغناء العربي لذلك لا استغرب من حسد الفنانين له لان نجوميته في ازدياد وفي طريقه ليصبح أسطورة,Positive
الاحق بالحكم على الفنان هو الجمهور لانه طبع الاعلاميين والفنانين هو الغيرة والحقد والكذب..اسألو جمهور كاظم عن فنه واخلاقه ورقيه وطبعه الملوكي كانه من فرسان الزمن الجميل...اما أراءكم انتو خللوها واشربو ميتها لانها تفوح بالحقد على نجاح  كاظم وليس لفنه الاصيل  وطبعه النبيل,Positive
ما في شخص مثل القيصر لي حاب يتكلم فيييه يغسل فمو ب ماء الورد و ياربي اذا سويت سباطو,Positive
غالبيتهم غيره من كاظم,Positive
اتحدى واحد من هالفنانين ألي تكلموا عن القيصر .. انهم يجيبو احساس لو واحد بالمية مثل احساس كاظم بأغنية هـا حـبـيـبـي  !!,Positive
مضغطتني بس لكويتيه,Positive
ادروحوا والله يغارون من العراق والعراقيين,Positive
مضغوطين من القيصر,Positive
هههههه هو انتو الكويتيين منو جاي يمكم هو انتو الدولة مالتكم كلها شارع واحد . ترى محافظة العراق ١٩ جانت 😒,Positive
سعدون جابر هاي عود انت لجبير 😒,Positive
القيصر دمرهم,Positive
كلهم صارو اصحاب فضل على كاظم الساهر ... الناس حبو صوتة وشعبيتة اجت من تواضعة وطيبة قلبة واخلاقة .. ومحاربتهم هذي اكبر دليل على انو هو فنان ناجح,Positive
"اشو كلها صانعه كاظم شنو القصه هسه صنع في اين 😂😂😂 
 
ودعوني اختم تعليقي 
ب مقطع نور الزين 
لعد شكد مني مضغوط روح روح روح 💃💃🎵🎺",Positive
ههههههههه يعني كل الي حكو ع كاظم من الفنانين منحطين اول شي لو نقارن بينهم رح تشوف اهل خمر و رقص واربع وعشرين ساعه دايخين اما كاظم يكره يحط سيجاره بفمه ومن هاي قارنو بينكم وبينه يافنانين يامحترمين واحد منهم صار فيه شلل من كثر الخمر !!!!معروف هو فخلص ااتركو كاظم بحاله,Positive
بالنسبة لي ما احب كاظم صوته عادي و ألحانه الآن سيئة و اشوفه متصنع وعنصري جدا وهذا بان  من برنامج ذا فويس,Positive
الناس محتاره توضع لايك او ديس لايك,Positive
ومحمد يموت من كاظم اي صوت احلى ياعمي الفنان احساس قبل الصوت وهو بس احساسه يسوه كل الفنانين العرب…  وهسه كلها دتحجي احنا سبب نجاحه الكذب واضح واحد يكول الكويت والثاني يكول لبنان…  لا يااغلاي هو نجح نفسه بنفسه محد اله فضل عليه باحساسه وايمانه وتواضعه نجح وان شاء الله هيج يبقى غاثكم طول العمر ..,Positive
هههههههه  مضغوطين من العراق ومن  القيصر كاظم الساهر  ههههه والله ضحكت عليهم شكد مضغوطين,Positive
اتعارك فنان هو محمد عبده لأن قنوات سعودية لاصقين فيه ولا يوم شفت واحد يحب محمد عبده مطرب ترهيم,Positive
ابو الكويت يكول انا صاحب الفضل و ابو لبنان يكول انا صاحب الفضل شوف التضارب بالاراء,Positive
مضغولين,Positive
ليش هل الغيرة من عراقي يرتقي ويصعد وتكون له جمهور عالمي مو بس عربي يبقى العراق عالي وراقي,Positive
ههههههههههههههه مضغوطين من كاظم وغيرتهم راح تكتلهم,Positive
هههههه مضغوطين,Positive
"كاظم الساهر أسنان متواضع بكل معاني الكلمات ،،،، ولا يزده من كلام الحاقدين إلا  شموخ ويبقى كاظم الساهر أروع مطرب عرفته الساحة الغنائية على عموم التاريخ",Positive
نجم وغصب على الكل,Positive
كاسم الساهر افضل مغني عربي,Positive
شو عامل فيهم ابو جواد كل الفنانين العرب اللي قبلك واللي بعدك لم يصلوا الى نجوميتك وعالميتك ادلع ياغايضهم !! احلى شي وائل جسار هههههههههه,Positive
كل الي طلعو مسخرة كاظم الساهر اسطورة وفنان كبير,Positive
جورج وسوف صوتك صوت الصخل,Negitive
أول لحن اتسمع في العراق,Positive
انتو منو حتى تتكلمووو ع القيصر تروووحوله فدوه,Negitive
اعداء النجاح وغيره قاتله,Positive
والله انا عراقي لا احب ام كلثوم ولا احب كاظم اثنينهم ينعسون ومللين الله يخلي فيروز الي احساسها مالي الدنيا,Positive
الشجر المثمر يرمى دائما بالحجر,Positive
هي الكويتية شو عم تعلك حترنا مين شهرو لكاظم جورج!!ولا عبدالله الرويشد!!!ولا لكويت ولا لبنان ولا مين ولك حاج تعلكووووووو كل يلي بيحكو عل قيصر هدول مبعو.........ن منووووووو,Positive
والله الواحد يكفر يعني انشح الفنانين عم يحكو عن القيصر هدول يلي عم يحكو بدن مليار سنة هجرية ليوصلو لكعب قندرتو,Negitive
جمهور كاضم اكثر من سكان الكويت بالف مره…,Positive
كاضم يسافر لامريكا مع اصدقا ﮧ يقول بدي اروح لغير مكان وحدي يتصلون عليه اصدقا ﮧ يقووله انت في كذا مكان يقولهم كيف عرفتو يقولون عبر الفيسبوك ناشرين صورتك في كذا مكان… ياعالم كاضم نجم,Positive
مضغوط  كلش,Positive
مين هذول كلهم عند كاظم صفر على الشمال ولانعرفهم,Positive
ولي,Positive
هههههههه والله العظيم يخربون ضحك واحد بدايته بلبنان واللاخ يكول بالكويت واللاخ بمصر زين ادري ليش هالحقد عالرجال ثم بدينكم اكو فنان ينجح بالواسطة؟ شلون يعني قابل الجمهور يحبه بالواسطة.. حياك الله يا كاظم يا اروع مطرب عراقي على مدى التاريخ وكل هذا الحقد عليك إنما هو دليل قاطع على أنك عظيم والعظمة لله,Positive
طبعنا اني كلش اسف بس اثاروني هولاء المجانين ولله متوصلون الشعره منه لان حقق نجوميه اكبرمنكم وتغارون منه هيه الكويت كله شارع واحد يعني دكواعلان ونص عليكم,Positive
دكومي بيه عيني تحجين على كاظم يسواج ويسوه الكويت ام العيوره,Negitive
اني متابعة كل أخبار كاظم الساهر ومنتبهة علية أن ولا مرة رد على هاي الناس ليش ؟؟؟ لأن بكل بساطة يحب أن يكون إنسان راقي وبعيد عن كل هاي المشاكل وما يريد ينزل نفسة لمستواهم,Positive
شنو ذولة يقيمون القيصر كاضم الساهر,Positive
كاظم   رائع  وصوت حلو  وراقي,Positive
"كل الفنانين الي شفناهم بالفيديو مابوصلو قدم كاظم 
مش بحاجه للرد يا قيصر
يكفي انك صرلك ست سنوات مو منزل البوم
واكثر فنان مطلوب وحبوب ومهرجاناتك تشهد",Negitive
شنو هاي المذيعه الفاشله يعني كاظم اذا ما دخل الكويت راح اتقل شعبيته لو راح يموت جوع  اعلاميات فاشلات,Negitive
من الغيره مالتكم,Positive
تروحون فدوة لكاظم,Negitive
والله العراقي مكروه من كل الخرا  العرب اولهم الكويت الحقيره بس الله سبحانه وتعالى دامن رافع العراقي على روسهم والله يرحمك صدام وعاش صوتك ياقيصر وانضل افضل العرب,Negitive
كاضم  الساهر تاج ع روسكم اهل الكويت كلكم,Positive
ارويشد خل يلبس مشكل وركص ركص النسوان,Positive
مشي ام العيوره ميت عليج لو عل الكويت ماكو احسن من كاظم,Negitive
خايب كم اتعلم حكي وتعال ابو ضراط,Negitive
سعدون جابر يعني كاظم الساهر طلع بزمن الفظائيات يعني يا شجرة الزيتون على فظائيه طلعت اللك هو القاط مداينه,Positive
لا ياجماعه اشتهر بفضل خالة خالتي أم سعيد,Positive
كويت كلها فدوه تروح لكاظم,Negitive
"وبالنسبه لهذه ام شعر الاصفر 
أسألچ عبد الله رويشد وينه الان وكاظم وين 
ولو اجاج وطلب منج اعظائج السفليه 
ماراح تنطيهم له ؟؟!! دگعدي عفيه لايجيج",Negitive
"ومحمد عبده انت سعودي 
يعني لو يجي رب العالمين يگولك انه عراقي تبصق بوجهه",Negitive
"وجورج وسوف مايعرف لسانه من ..... جاي يقيم القيصر 
يابه روح اشرب مخدرات انت وعدل اخلاقك
لانو الفن اخلاق وتواضع قبل لا تكون صوت",Positive
"وتجي هذه تحچي مامره شكر لبنان واجه وهو ماعنده فلوس 
حسبالها الانسان تصنعه الفلوس 
انتي عندج دعاره او تتاجري بجسمك وصرتي نجمه اباحيه 
الا الرجل بفنه اصبح عملاق",Negitive
"ههههه عفتوها كلها الا كاظم الساهر ولكم كااااااظم الساهر 
اسم هز العالم بصوت وبكلمات والحان وتشرفو مئات الاسماء المعروفه بالغناء معه 
لكن السبب لانه عراقي ولانه مااتخلى عن عراقيته فدورتو هالشغلات عنه 
ابو وسام فنان العرب الاول 
كافي نزار قباني اعجب وكتب له #اكطع",Positive
لما نجح وصارت الناس تحبه وله جمهور من كل العالم الكل طلع يتحجى ويقول انا صنعته وانا لي فضل وانا نجحته شفيها الناس ينت بعدين مي العيدان المريضه نفسيا متى كسرو اعلانات كاظم ولك ينطرووونه كل سنة عشان يغني في هلا فبراير والكل يحبه عندنا,Positive
لا عيني احجو غيرها اصلا كاظم الساهر افضل منكم كلكم كافي اخلاقه وتواضعه,Positive
مو هذول العشرة يحكمون  الجمهور يحكم وكاظم لم يلقب بالقيصر عبثا والي يسوي جميل لازم ما ينتظر رد الجميل,Positive
ما لكوا بالورد عيب كالوا يا احمر الخدين هههههههههه هسه حرنه اشو الاردن اتكول احنه صعدناه و لبنان تكول احنه و الكويت اتكول احنه الظاهر اكو اكثر من كاظم ... القيصر يظل قيصر,Positive
بليز فيديوهات لجورج وسوف,Positive
نبيل شعيل صدقت,Positive
وبنسبة للبقية مضغوطين منيمه لان ماوصلو لنجوميته,Positive
بس اريد اكول هاذ اول واحد اكله اشو انته ضرط اجابك على القيصر اجاب الثوم عل الحلقوم كبر حتى كبر 🇮🇶,Negitive
ههههههه    لدرجة  كاظم قاهرهم   الله يعينهم   كاظم  وانا  لست عراقي    ملك الفن    وللأسف  كل  الي  تكلم عن كاظم   هم  أقل من مستواه بكثير,Positive
وش موقعهم من الإعراب    كاظم   في كفة  ومن  طلع في كفه أخرى  ههههه,Positive
استغرب من صاحب  المقطع   الحين  الي طلعوا   يعني   وش موقعهم  في الفن    كلامهم مردود عليه,Positive
"هاي اول مره ادري ان الناس تتكلم عنه
رغم أني مأشوف له خبر فد مكان",Positive
كاظم هو من اجمل الاصوات الموجودة وهو اكبر من ان يرد على هذا الكلام الفاضي والتافه..,Positive
قيصر الاخلاق,Positive
قصير قيصر,Positive
لو يكولون الكويت سوت كاظم هههههههه نجم عربي عراقي ليش الا تريدون يكول بفضل لبنان والكويت 😑,Positive
