Comment,Label
اخي عبدالله مشاء الله المعلومات  رائعه بس انا ابغى ابدا ومتحمسه  بس كيف افتح المتجر الخطوات وكيف ارتبه وهل فيه احد ممكن يساعدني بمبلغ يكون مو كثير وصدقني اذا انطلقت بحقق ان شاء الله لانه عارفه نفسي اذا حطيت  الشئ في راسي وبدايت راح انجح واتميز بعدالله,Positive
التنظيم والانتظام والالتزام والمرونة من اهم عوامل النجاح🌟,Netural
الي جاي من هنودي يثبت وجوده,Netural
ما شاء الله عليك,Positive
موهبتكم خلوها لنفسكم علشان محد يتفل على اغنيتكم💋💋,Negitive
لك مجان الفن والسوشل ميديا مابطيئو 😂 ولا بحب حدي غير حالي 🤩🤗,Netural
صهيب قدس ابدااع كوميدي بلا حدود,Positive
هناك اربع مليون موشهد بس لي راه يطبق هوا  او  بس,Netural
بعدين وش ذا السحر لايكون ذا سحر ٢٠٢١😭😭😂😂 كله كمبيوترات وكاميرات ياخي صدق الله يشفيك,Negitive
اول اغنية اسمعها وا اقعد استغفر بدال ما اسمع,Netural
تسلم رجولكم على الأغنية 👌🏻,Negitive
اخخ ي بطني 😂😂  ارامكو السعودية فعلا ماتقبل يكون في مجتمعها ثل هالشخص,Negitive
طلعوا فية رجال في لبنان كفوو,Positive
الله يسعدك شرحك بسيط وواضح الله يسعدك الله ينور طريقك,Positive
سوي أغلي  صفقات في كرة القدم,Netural
حلقة ان لم تغيير تفكيرك فى انتا من الموتى  في كل محور يغوص فيه الدكتور اجد موقف مر بيحياتي تصرفت فيه بشكل مختلف مم ادى الى تشنج في العلاقة  لكن هدي الحلقة او الكورس ممكن ان نسميه اسلوب حياة من الصعب جدا ان اتبعته ان تكون لك عدوات او علاقت متوترة  فعلا حلقة للتاريخ  وا نسبة المشهداة اكبر دليل,Positive
احسنتم وبوركتم على هذا التقديم والشكر الجزيل للدكتور على هذا العرض وروعة المعلومات وسلاسة العرض والطرح,Positive
يكفي انها وزوجها مجرمين,Negitive
كل من يسمع ذي الغنيه يقول الحمدالله على نعمه العقل,Negitive
شف انا ما اعرفك بس مر علي مقطع حسبتك ذاك طرشووله لانك تشبهه 😂,Netural
كثرة انتشار المقطع يدل على وعي الناس وحبة لمن يطرح هاذي المشاكل و يحلها حل يعتمد على الكتاب و السنه ❤,Positive
بقدر ما امتعني اللقاء بقدر ما آلمني على حالنا 😢,Netural
انا نانسي مارح اكرها لو شو ماصار  احبها كتتير😍😍😘😘,Netural
كل الفرق حكيت على بطولاتها إلا برشلونة وين الثلاثية و السداسية,Negitive
عساي اشوفك بالجنة,Positive
حقبة السير اليكس فيرقسون مع مانشستر يونايتد,Netural
احسن فيديو البوم 😊😊والله العظيم لما شفت وقت الفيديو قلت امبيي مالي خلق بس لما وصلت الدقيقة تحمست حييبل وقلت الكتاب فالمكتبة فغرفتي وللحين ماكملته وهذا راح يخرب علي ماراح يخليني اقراه من كثر مااسلوبك شدني وعجبني بغيتك انت تسرد لي احداث الكتاب اونس من القراءة مع اني احب القراءة وهذا الكتاب كنت اروح المكتبة ادور عليه والقاه خلص لما لقيته وقلت يالله راح اقرا الكتاب ولو اني متأخرة بس هم استانست بس  المهم الفيديو نار 🔥,Positive
الله يحرمنا من ابداعتكم يعع,Negitive
مشكلتي البايبال محظور في العراقهندك حل,Netural
اللهم عافنا مما ابتلاهم,Negitive
طيب لو ماضل موظفين بكل لعالم كيف لعالم بدو يمشي,Netural
من طرف هنودي اوسم,Netural
أسلوبك أكثر من رائع شكرا على المعلومات بالتوفيق لك👍👍,Positive
الله يبارك في علمه و ينفع فييه,Positive
حاليا ريال مدريد سنوات دوري ابطال,Netural
بارك الله فيك استاذ محمد خطوة رائعة منك  ونرجوا من الله للجميع التوفيق والتقدم والإزدهار بحياتهم بكل خير,Positive
تمنيت انه ما يخلص وتمنيت اني انسى وارجع اسمع  من اجمل الاحاديث اللي سمعتها بحياتي شكرا لكم,Positive
سبحان الله وبحمده سبحان الله العظيم عدد خلقه ورضا نفسه وزنة عرشه ومداد كلماته,Netural
اللحن يضحك دق دق تس دق دق تس🤣,Netural
ما تحسون عمر مختفي له فتره  لا يكونه انسحر 😂😂,Negitive
عاديه جدا تصرفتها ماقالت شي غلط,Netural
الجودة عالية خلص النت,Netural
عروض السحر في السيرك يستخدمون الجن بكل وضوح,Netural
ماشاءالله تبارك الله شكرا لك من كل قلبي ❣️,Positive
انساان راائع من القلب,Positive
للمعلوميمه بخصوص الناس اللي تسمع تعويذاته  الجن يحضرون عندك في البيت بين اهلك او في شقتك  انتبهوا اللي عنده فضول زايد ينقص الصوت عند التعويذه,Netural
كيف تجيني الارباح,Netural
مين عنده ديتول 😭,Netural
لكل الباحثين عن عمل عن بعد عمرهم فوق ١٥ سنة يمكنهم قضاء وقت على الهاتف ساعتين على الأقل يوميا,Netural
كلام ياسر ذكره طارق السويدان بالتفصيل في برنامج إسمه صناعة النجاح قبل ١١ سنه  وقبل شهرين تابعته مرتين البرنامج جدا جميل ابدع فيه الدكتور طارق  واليوم سمعته من ياسر بشكل مختصر,Netural
لقاء رائع وضيف أروع حضرت لك محاضرة في ٢٠٠٨ كيف تختار تخصصك الجامعي كنت ولازلت رائعا ملهما ومصدر وعي حقيقي  سددك الله ورفعك 🌹,Positive
أريد أنصحك نصيحتان نصيحة الاولى انتي تخبلين استمري نصيحة ثانية لا تسمعي نصيحة الاولى,Negitive
ليش اليوتيوب شال الديسلايك,Netural
شفت مقاطععك وشفت تجاربك مو ع اساس ان شخص جالس يسمع لعلماء وجالس بس يشوف نظريات يجي يتكلم بحيث انه عالم السحر ورد بالقرآن والقرآن خير دليل اذا انت تسمع لعلماء الغرب واوك م اختلفنا تصدق كل شي ليش م تجرب تسمع لعلماء الدين فسر لي  اية والسماء والطارق  وما هو الطارق وكيف يكون صوت الطارق اذا القران موجود قبل  كتب في ورقه عن السماء والطارق ابحث عن هذه الايه وسوف تجد العلم الحقيقي بالقرآن وكلام الله وليس في عقلك التافهه اللذي هو جزء بسيط من خلق الله,Negitive
اللهم صلي وسلم وبارك على سيدنا محمد,Netural
اغنيه جميله موهبه تستحق الدفن🥺 ليتكم استخرتم قبل متسون الأغنيه 😩,Negitive
بير ميونخ😡😡 وين,Netural
ابي تعليق واحد مكتوب عليه الاغنيه حلوه  والله يحرمنا من وجهك و من  اغنيتك ومن قناتك,Negitive
الله يعطيك العافية,Positive
الصراحه اشكركم على الانتاج الخايس  وخصوصا ابدعتو بالصوت الخرا  ومني لكم دعم دسلايك استمرو بس 😍❤️,Negitive
بيرجو خدي حضن بأم الكليب ده,Netural
الله يسعدك يارب 🤍,Positive
الله يوفقك استفدنا,Positive
احترم الاخ عمر بس التجربة سطحية جدا جدا واسلوب طرحه يوضح انه غير ملم بالموضوع بعمق,Negitive
اسوء افنية بالعالم,Negitive
والله حشرك الشيخ هه,Negitive
شكرا كنت مشلوله وسمعتها وقمت من الشلل عشان اطفيها,Negitive
دخلت الحمام وقلت الدعاء خر خرار الجن على خرارهم الدعاء هو  أعوذ بكلمات الله التامات التي لايجاوزهن بر ولا فاجر من شر ما خلق وذرأ وبرأ ومن شر ماينزل من السماء ومن شر مايعرج فيها ومن شر فتن الليل والنهار ومن شر طوارق الليل والنهار الا طارق يطرق بخير الرحمن دا سحر بموت خوف,Netural
ما شاء الله عليك  شكرا لك,Positive
طيب كيف اسجل خروج منه,Netural
ارسنال ١٩٩٢٠٠٦,Netural
لما تكون عمل كليب بتنان جنيه ونص,Negitive
على الاقل سوي الاماكن حقيقيه,Netural
ظلمت مان يونايتد,Netural
والله انها محترمه جدا ماغلطت فاي مقطع بالنسبه ليا وجهة نظري 👌,Netural
حقو يقتلا لنو طلعت بلا ازنو,Netural
هذا شكله متأثر ف افلام الكرتون 😂💔,Negitive
ماشاءالله  بالتوفيق,Positive
والله ما تذكرت الا ذاك الا يدور الحقيقة المطلقة في عندما يكتمل القمر,Netural
الله يشفيك يامجنون,Negitive
��😂 يخربيت اللى قالك غنى,Negitive
وين مانشيستر يونايتيد كبير انجلترا,Netural
لتكم مستخير قبل تنزلها والصراحه موهبتكم تستحق الدفن💜😂,Negitive
اذا احب الله عبده حبب خلقه فيه كمية القبول واللطافة وحسن الطرح ورقي المحتوى عند الاستاذ ياسر غير طبيعية وآسرة ماقدرت استوعب عدد المشاهدات بإسبوعين فقط,Positive
انا اقدر اقول بالراحة ان هذه احدى افضل حلقات ثمانية على الاطلاق شكرا لكم ولضيفكم على هذا الحلقة القيمة والثرية,Positive
لاازم تترجم لكل اللغات,Positive
اغنية ترفع الظعط,Negitive
ضيعت وقتنا على الفاضي حسبي الله ونعم الوكيل,Negitive
تكفوون فصللتت 😭😭,Netural
انت تمك خلقه من الأدن للأدن هه,Netural
شسويت لحتى طلع بوجهي,Negitive
اكيد ما فيها كلام المعلم قاهر الطالب وهاينه في المدرسه قدام خوياه الطالب يضرب ضرب قهر وغبنه,Netural
لعاد تسوين راب او اغنية تكفين,Negitive
من طرف هنودي اوسم,Netural
لو الصوت مش حلو على الاقل اتعبوا على الفوتوشوب شوي😭,Negitive
جيب الحلقة الجاية فهد العرادي او عزازي  سعودي قوي,Netural
تسلم علي معلمات ممتازه 🥰🥰,Positive
ما شاء الله عليه مبدع,Positive
هه 😭 مهم عارفين انهم يزورون على نياتهم,Netural
حزنت عليه مسكين مايدري انه بياكل خرااه,Negitive
الدراما السعودية في انحطاط,Negitive
الله لا يشغلنا الا بطاعته,Negitive
لازم اكب كلور في ااذني,Negitive
الموهبه الي الله يحرمناا منهاا,Negitive
فين الاغنيه فين الايقاع فين الحماس لا تصدقو نفسكم ترى عندكم ٢٥الفا بس يلي يسمعكم يقول عندكم ٢٥ملين مشترك اعوذ ب الله🤬🤬😡😡😓😓😖😖😭وترا ها تجيب الغثيان,Negitive
زكمت اول ماشفت الاغنية,Negitive
لقاء جدا جميل وضيف رائع واختياره للمفردات جدا جميل و موضوع العلاقات موضوع مهم جدا اجمل شيء عندما تترف للتعلق 💜💜,Positive
الجن يشاهدون المقطع ويقولون تم تحقيق الهدف وهو إبعاد الناس عن الإيمان بالغيبيات والخطوة التالية إبعاد الناس عن الإيمان بالله,Netural
وين  الفن في اغنيه 🤨🤨,Negitive
من عاداتي اليوميه اني اتابع مقاطعك و اعتبرها اني قريت كتاب,Positive
لازم تبص علي الاستمرارية في حقبة وخلاص الريال برشلونة بايرن ميلان يوفي,Netural
صرحا انا طفشت من اتعليقات الى نصها صحيح ونصها غلط يا جماعة الخير صلو على انبي وزيدو صلاه يخي ارجال وظيفتو انو يستر على محرمو وا زوجتو في الاهم ارجال غلط ليش من البديه ما خلا بالو من اول وا ابنت غلطط انها طلعت مكشوفة ارئس وبنت اناس وبنت ارجال من المستحيل يسو كذ ولا تقول عدات ولا تقليد هذي شريعه على الامه الاسلاميه اجمع اصلن في حاله زي هذي اسحبه عند اهلها في حال كانت بنت رجال واذ ما كنت طلقها مره وحده وتركها في الفسق الي هيا فيه واسال الله ان يشفيه خلاص لا تكتب تعليق ولا هم يحزنوان خير الكلام ما قل وا دل وا سلامو عليكم معاكم محمد الحربي,Netural
مين يحضر برمضان وما يقدر يشرب قهوه مع هالفديو 😂♥️♥️,Netural
مسوي نفسه نيوتن 😂😂,Negitive
سو افضل ٥ فرق سعوديه مع تاريخ احتاكرها للدوري والبطولات من سنه كم لكم,Netural
في اشياء عملتها من حقها بصراحة واشياء تانية اذا كانت بتتكبر فمو من حقها والله اعلم لكن اكبر مشكلة هي جريمتهم الاخيرة,Netural
سؤال يا جماعه الخير لو احد يعرف اجابته مايبخل  هل الارباح المكتوبه هذي قبل الدعايه ام بعد  يعني الشوبيفاي يخصم الدعايه من الارباح  لانك تدخل تلاقيهم دافعين مبالغ كبيره للفيس ع سبيل المثال موازيه للارباح  فهل الربح هذا صافي ام بدون حساب الدعايه الشهريه,Netural
انتو مع موعد مع الله لاتنسو,Netural
ماشاءالله متعة  طاقة  شغف,Positive
استمري كلنا ضدك ❤️,Negitive
مين جاي من فيديو  هنودي اوسم😂😂 موهبه تستحق الدفنن,Negitive
اثناء سماعي اجهز قهوتي واتفرج اتمنى حلقه ثانيه عن الردود,Netural
والله يا اخي ناصر انا منذ ان تابعتك والحمد لله غيرت كل تفكيري وغيرت كل مفهومي عن المال والثراء تغيرت حياتي راسا على عقب من دخل لا يتعدا الف دولار شهريا كموظف انا الان عندي شركتين ودخلي الشهري تعدا السبعة الاف دولار شهريا والعدد بازدياد والحمد لله بفضل معلوماتك عن المال في اليو تيوب وبفضل الله انا على طريق الثراء باذن الله وكل هاذا خلال سنة فقط,Positive
بايرن ميونخ,Netural
الصراحة الحوار كله مافهمت منه شي وكل مقاطعه كنت ابي جمله مفيدة بس مالقيت 😂الظاهر ان عمر كان يبي يلفت النظر عليه لكن موب عارف كيف والظاهر انه مغسول مخه من افكار الغرب ولا يبي يخلط ماتعرف ايش تفكيرة اي شخص ممكن يقدر يقول نفس كلامك يقرأ له كم كتاب وصار استاذ ولا مفكر😂😂,Negitive
لفكرة بلخطوة لقادمة ممكن نعمل عادات ونستمر عليها لحتى نطور من حالنا اكتر على مستوى التعليم أو مهارة معينة أو رياضة مثلا  بس بنفس لوقت يكون عنا خطة معينة لنوصل للشي يلي بدنا ياه حبيت لسلسلة استمر بلتوفيق ♥️♥️,Positive
ناصر اطلق شخص لخص الكتاب في اليوتيوب ❤ اسلوب شيق وطرح رائع,Positive
شكرا على الموضوع الرائع يا قمر,Positive
الله يوفقك شرحك ممتاز,Positive
انت جدا  رائع  ربي يوفقك ويحميك واستمر واحنا معاك,Positive
ظهرت لي بالصدفة على اقتراحات اليوتيوب أول ما اشتغل الفيديو قلت اوقفه واروح لغيره لكن طريقة كلامك شدتني اني اتابع الفيديو كله وانا أقولك  ياصديقي انك ستكون مثل أبو مايك لانك مبدع فعلا بهنييك على الأسلوب وعلى كل هذا الأبداع,Positive
بديت أموت من الضحك من كثرة واقعية الكلام الذي انكال في هاذا المقطع,Positive
الله يحرمنا من هاذي الاغنيه😍,Negitive
ليه توقف والله حرام عليك,Netural
خطير هذا الولد 🌹,Positive
عطه العلاج هه,Netural
مشترك جديد  عجبني المحتوى,Positive
كلمه مبدع قليله عليك انت من الناس اللي تستاهل وتستحق تكون مشهور بعيد عن الناس أو الأشياء الساذجه انت عظيم 🙏💪🤍,Positive
يستاهل  سنين في ابو زعبل,Netural
اللي جاي من ابو ماجيك🙂💔💔,Netural
موهبه تستحق الدفن اكثر,Negitive
سوري بس انطربت 😭😭,Netural
حبيب القلب ✨❤️ أستمر يامبدع ولاتلتفت إلى للوراء وخذ من الماضي دروسا لعلها تفيدك بمستقبلك ✨🌹👍,Positive
عزلي وفتحي انشائيه احسلج,Netural
والبايرن ميونخ,Netural
يمكن اسم الموسيقى الاخيرة,Netural
ليفربول ٢٠٠٥ وش صار عليه,Netural
والله تستاهل مليون لايك ياخي الله يسعدك ❤️❤️,Positive
يعطيك العافيه عمر  السحر ذكر في القران صحيح ولا احد ينكر هذا الشي اللي ننكره هو فهم بعض المشايخ للسحر وكيف تاثيره  السحر ليس له تاثير مادي ابدا فهو يؤثر على الخيال فقط برسم صوره ذهنيه من وساوس الشيطان في سوره الشعراء  قال بل ألقوا ۖ فإذا حبالهم وعصيهم يخيل إليه من سحرهم أنها تسعىٰ  هي اثرت على الخيال فقط ولم تؤثر على الجسم المادي لما ادركو السحر ان عصا موسى اصبحت شي مادي واكلت عصيهم تبين لهم ان موسى صحيح وان السحر كذبه توثر على الافكار والخيال فقط,Netural
الله يكملك بعقلك ويهديك بس,Negitive
سعيدة جدا بوصولي لقناتك الجميلة كان لابد من أن أصل هنا وإلا  فشكرا لك,Positive
الحمد لله والشكر,Netural
و الله الاغنيه زباله بشكل 😡😡,Negitive
لا تستمر يرحم امك,Negitive
انا بري تسكر القنات ما بستحق الشهرة,Negitive
اخي عبدالله الله يجزيك الخير وربي يوفقك وان شاءالله الى الامام انت انسان مثمر ورائع واسال الله التوفيق لك والنجاح,Positive
شنو فيه امبيه😂😳,Negitive
زوجها ليش ماتسمعكلام وتروح بادب,Netural
أعوذ بالله من الخبث و الخبائث,Negitive
المشكلة انه الناس بيفكروا انه المشاهر ملائكة وما لازم يغلطوا,Netural
جزاك الله خيرا نريد حلقة أخرى,Positive
زمان الخبل مايعرفونه غير اهله,Negitive
م ممكن تنجح لأنك مؤمن لازم تكفر أول لتنجح ف استدعاء الجن,Netural
الدس الايكات اكثر بككثير من الايكات😂😂,Netural
فيما تدفعك الاخرى الي واحد البنوك العجيبه بينهم واحد كان دائما يقول ادرس جيدا لكي تجد شركه جيده لكي تجد شركه جيده تشتري واحد كان يقول عائل وزوجته واولادي هم السبب اللي,Netural
مرهه تظحك اصوتكم مظحكه,Negitive
صوت خرا لحن خرا مونتاج خراا,Negitive
احبك من الاعمال 💗💗,Positive
ليش  الاف لايك لييش,Negitive
نسيت تذكر السداسية حقت برشلونة التاريخية والوحيد اللي حققها الى اليوم,Netural
رائع تحية حب و تقدير و احترام,Positive
الحمدالله والشكر,Netural
مان يونايتد في كل الحقب الزمنية,Netural
اللهم صلي وسلم على نبينا محمد وعلى آله وصحبه أجمعين ❤️❤️,Netural
دلوخ هه,Negitive
أنا الآن اريد اغير حياتي وهذه خطوة التانية يعد تصميم الوقت,Netural
هه  الله  يشفيك,Negitive
الله يحفظك تحياتي من المغرب,Positive
مالها حق تقول لبس الشورت للنسوان موعيب ولا غلط  بلدين محرم,Negitive
حلو الشرطلون الي لبساه ده 😂😂,Netural
المشكله عندما تخطط ونحاول ونثابر انما في مجتمعات لافرص فيها مالحل,Netural
المثل الذي تم وضعه من دون شعور اليوم اصبح هو المثل الاول او النموذج الذي ينكبق عليه المثل,Netural
مولوتوف او دا بيت,Netural
بكيفها حريه شخصية يعني المشهور هم بشر مو لازم يكون مثالي بكلشي,Netural
بارك الله فيك يا استاذ عبدالله تستاهل الف لايك معلوماتك قوية وجدا انسان محترم,Positive
تحاول إشهار انها انسانة,Netural
دكتور كلامك صحيح انا عشت العمر كله اميرة خلق الايثار عالي اعطي ولا انتظر مقابل بالفعل وارهقت جدا وعدى العمر ع الفاضي وشعرت كتير بالخذلان غلط العطاء منقطع النظير  تتلت قوي وةدمرت من جوايا,Positive
مين جاي من عند هنودي 😂,Netural
شكرا لك ماقصرت الله يسعدك ويرزقك من حيث لاتحتسب,Positive
الحلقة اسطورية نطالب بجزء ثاني🔥🔥,Positive
ريال مدريد ٢٠١٦٢٠١٨,Netural
وصول  الحلقة هذي لرقم المشاهدات العالي بسرعة يعطني تفائل بالمجتمع العربي والسعودي خصوصا لانها الاعلى قيمة بين ذل الحلقات والموضوع نقطة ضعف بالحياة المعاصرة الوعي مرتفع الله يبارك انصح بالترجمة هم اكثر حاجة لما طرح,Positive
يا ريت حدى يقدر يفرغ الكلام مكتوبا😣,Netural
جزاك الله خيرا يا اخي الكريم,Positive
الغنيه زي الزفت لا تستمر الصدق 🤮,Negitive
الله يحرمنا من مقاطعكم♥️,Negitive
كلامك محفز جدا لناس كثير ضايعة مش عارفين كيف البداية بالتوفيق و الى الامام,Positive
احسنت بارك الله فيك,Positive
انت شخص رائع افضل ملخص شفتوا باحياتي,Positive
دس لايك اكثر من لايكات,Netural
كوليله بوجهها هه,Netural
لك منه حريه وين لبنان الأرز,Netural
جزاكم الله خير  أكثرو من هذه اللقاءات نحن متعطشون لمثل هذه السقيا الطاهرة,Positive
استمر اجمل قناة راح ادمن هالقناة,Positive
حرام خليل كوميدي زعل,Negitive
ما كان الله معذبهم وهم يستغفرون ❤️اللهم إني أستغفرك لي ولوالدي وللمسلمين والمسلمات والمؤمنين والمؤمنات الأحياء منهم والأموات 🤲🏻🤍 استغفرواا ❤️استغفر الله العظيم الذي لا إله إلا هو الحي القيوم و أتوب إليه,Netural
شجابك في بيشه بعدين اسمه وادي ترج مب وادي بيشه,Negitive
مـۣۛـۣۙـڽ❥  ڪل عقلها مقتنعه بهل شي ومقتنعه بهل فوتوشوب مال ١٩٩٠😂😂,Negitive
شخص يتكلم بكامل العقلانية و الوعي والنضج كل الشكر لبرودكاست فنجان والشكر للدكتور ياسر فعلا مبدع,Positive
لو تكره حد عطيه هذي الحلقة اهداء,Negitive
اول شي سمعت اللقاء واسمعك تقول تكلمني عن قصه قبل ٣ الاف سنه او ١٠٠ سنه  سوالي لك كان فقط بعيد عن إثبات ما ترديد انه يقدر يتواصل مع عالم اخر او لا  اذا تامن لي جدال اخر معاك ما تامن جالس تكذب القرءان ف كيف اتعامل معاك  غير كذا مستحيل الشخص المخطي لمن تدافع عنه راح يثبت لك عكس كلامك بل ح يمشي معاك عشان ما يخسر  هذا هو نفس تجربتك يومك تبي تبري الشياطين وانه ما قيل عنهم كذب ف بالله بيطلعك الجني ويقلك لا يا عمر انت غلطان احنا موجودين وعشان كذا تجربتك غلط هه  غير كذا عشان تخدمك الجن واللي هدفها شي واحد الا وهو انك تكفر بالله غير كذا مستحيل تطلعلك وتسخر خدماتها لك وانت مؤمن بالله مالفائدة منك اذن وقتها  اتمنى اني اختصرت ما كنت اتمنى الشيخ يسألك فيه,Negitive
تبارك الله جزاكم الله خيرا اختصرتم الكثير,Positive
سبحان اللي عطاه العلم والثراء المعرفي كمية معلومات وحكم في الحلقة لاقوة الا بالله  اللهم ارزقني العلم الذي ينفع وإياكم,Positive
مانشستر عصر فيرغسون و ريال زيدان,Netural
عبدالله موقع شوبفاي مشكلته مايدعم اللغة العربية هل في مواقع اخرى تدعم العربي,Netural
يا قاضي الحوائج اقضي عليهم😍💔,Negitive
واو واو وااو وااوو,Positive
بودكاست اكثر من رائع 👏🏻,Positive
ه ه ه ه ه ه فله ماشاءالله,Negitive
حلقة اكثر من رائعة  تمنيت ان لا تنتهي من جمالها,Positive
موهبه تستحق الرجم حتى الموت,Negitive
ايوا يلا 😂😂 اجر اي واجر لا,Netural
شمس المعارف هذا مو هو الاصلي لان  الاصلي مفقود وهذي الي معك للصوفيه تحث على كثرة العبادة والبدع  ولله اعلم,Netural
تم إكتشاف السر صاحب القناة بشري مهجن صناعي من مختبرات ناشن اندستوري الامريكية تم طرحه مؤخرا في الاعوام الاخيرة لتجربة اداءه مع العالم الخارجي وهذا مشروع اليوتيوبر  التعليقات السلبية لا تؤثر عليه لان عنصر الاحساس لم يضاف حتى لا يتوقف مع من عمل ماهو مطلوب منه,Netural
الأثرياء المال يعمل من أجلهم طيب  كيف تجيب المال الذي يعمل من أجلك  هه,Netural
احمد الله ان الفيديو طلعلي كنت في حاله ضياع هل اقدر اعمل كذا اما الان ان شاء الله انوي عمل خطه متقنه هذه المرة🌸🌸,Positive
من طول الفيبات جاب الغنايم,Netural
ﻣٰنــۧﯛ̲୭ اجه مـטּ التيك توك 😹😹,Netural
مافي شي غلط باللي قالتو طلعو من تحجركم بقا أيها العرب,Positive
نيالو يلي بيئدر يمسل هييا مابتعرف تمثل 😂😂💔,Netural
شميت ريحتها ونا ف البيت,Negitive
موهبه تستحق كل الدعم للدفن 🥰,Negitive
أخرى من كده مفيش 😂موهبه تستحق الدعم باكبر شاحنة موجودة 🚛,Negitive
أحد أزبل المسلسلات اللي مرت علي,Negitive
ما هذا يا الهي اصبح العالم في تقدم هذا هو التقدم ولا بلاش,Positive
انصحك بهالدعاء اللهم يامقلب القلوب ثبت قلبي على دينك  لأن احيان  هالمستوى من العلم يدخلك في منطقه خطره واسأله مالها جواب لا علمي ولا منطقي وان شاء الله انك ماتوصل لهالمرحله,Netural
الشيخ حشرك يتكلم با القران وأيات الله وانت جالس تتكلم من عقلك حتى كلامك مو فصيح وتتلعثم حمدلله على نعمة العقل تفاهات والله تفاهات العلم اسمى وارقى من تفكيرك عن الدين ابتعد عن الدين,Negitive
موهبة تستحق الدفن 👍🏼,Negitive
أفضل يوتيوبر سردك جدا ممتع وطريقتك حلوة وسلسة في إيصال المعلومة تحياتي لك من الجزائر  🇩🇿 مشتركة جديدة كل الدعم تستحق  مليون,Positive
مبدع جدا بعيدا عن كثر الكلام والكورسات العربية الكثيرة الي بتكون مدفوعة عن الدروب شيبينج أنا شفت تحدي ال أيام وشفت هاد الفيديو بصراحة الله يعطيك العافية وربنا يجزيك كل خير على الفيديوهات الرائعة وعدم بخلك بالمعلومة على الناس الله يبارك فيك وفي رزقك وفي أهلك يا رب ويحفظك لحبايبك,Positive
ما أجمل كلمة أسف من الدكتور شكرا لك على هذا الإبداع وشكرا لفنجان على انتقاء المبدعين,Positive
متأثر بالغرب كثير ليش ما تأثرت بعلماء المسلمينوبعدين ياحلو من الشروط تدنيس القرآن  وعملت اشياء شركية ثانية  علشان تثبت صحة كلامك,Negitive
تحياتي ل عبدالرحمن أبو مالح و ل بودكاست فنجان على الحلقات المميزة و الضيوف المميزين كل حلقة إبداع و ثراء فكري و معرفي شكرا من القلب ❤️,Positive
شفت هطوف لاكن مثلك ماشفت,Negitive
دعوة اربعين غريب مستجابه ادعولي بالهدايه والتوفيق والنجاح 🥺🤍,Netural
يارب أينما كان الهدى اجعله طريقنا  وأينما كان الرضا اجعله رفيقنا  وأينما كانت السعادة اجعلها في قلوبنا,Netural
منو اجه من التيك توك 🤣🤣😅😅🤣🤣😂😂,Netural
والله كفو على ذاك الي صرخ على الولد وقال وللدد,Positive
والله العظيم ااجمل قناه عجبتني بصراحه انت شخص عظيم ربي يحميك ويحفظك ويبارك بيك مش عارفه كيف اشرح شعوري لهذه القناة والله استمرر,Positive
ريال مدريد مفروض الاول,Netural
انا الوحيدة اللي حسيت علاقاتي غلط بعد ما شفت الحلقة ولا فيه احد زيي  😂,Netural
سوي أفضل الأندية السعوديه,Netural
نانسي ما بتنكره ههي جمال الكون نانسي احلا وحدي بلدنيا بحبك نانسي 💝💝,Positive
المونتاج يصيح بالزاويه,Negitive
انا بقى عندي  بيضه من ام الكليب ده,Negitive
كل الحب للنشمي خليل,Positive
ساقوم بتوجيه الناس لهنا 🇩🇿قمة في الروعة,Positive
اول مره اضحك علي سعودي هه,Netural
بفيديو المغرب بتصور انه كانت حامل واللي صتر نتيجة الوحم لأنه نانسي اكتر فنانة متواضعة مع جمهورها وبتتصور مع الكل,Netural
اجمل حلقة بودكاست مرت علي,Positive
يا اخوان الي ما بيفصل الدين عن العلوم مخه بينفصل هنا😂💔 يا اخوان تفكرو تفكرو الله رزقكم وقت وبيخلص,Negitive
بعد سنه من الان راح أرجع لتعليقي بإذن الله ❤,Netural
حج مقبول انشاءالله انت اغرب بني آدم شفته توك تحج بعدين تسوي امور السحر المهم اذا تبي مكان روح وادي الجن معروف هذا المكان تخرج فيه ياشاعر او ميت او مجنون ونشوف كيف تضحك 👌,Netural
الله  رغم اني سبق وقرأت الكتاب لكن مافهمته  الا منك,Positive
ابغى واحد يساعدني اسوي متجر زي هذا احسه صعب مرة,Netural
ياخي اذا انت فاضي بالله استغله بشي مفيد مب تروح تسوي تجارب وهي اصلا خاطئه ولازم يا عمر لو كنت قرأت  كتاب شمس المعارف كان عرفت ان لازم تكفر بالله الشي الي قاهرني ولا أتخسى انقهر على ذا الوجه زووبد انت بالله ليش صليت معهم العشا زي ماقلت في المقابله وانت واضح بختصار في مقابلتك انك ما تؤمن بما قاله الله عز وجل لان لو تؤمن كان صدقت قوله تعالى  ولا يفلح الساحر حيث أتى,Negitive
يارب تتغير حياتي,Netural
ممتعه الحلقه جداا,Positive
غلط هيدا الشي مش حقيقة هيدا تمثيل لجمعية عدم ضرب المرأة  و صارت وقتة بمرثون للمرأة عنا بلبنان   فبليز غيرو العنوان و ما تتفلسفوا,Netural
ياارب تترجم للغات العالم كاملة 🤲🏻,Positive
موهبه تستحق الدفن,Negitive
الي من عند هنودي اوسم,Netural
